1
83.0154,145.3102,21.0000,25.0000
82.4638,142.5568,21.0000,28.0000
81.5044,141.2894,22.0000,28.0000
81.5628,139.6187,22.0000,29.0000
81.4016,138.5191,22.0000,30.0000
80.5263,137.0527,23.0000,30.0000
80.5811,135.8888,24.0000,30.0000
80.1637,134.0296,25.0000,30.0000
79.4296,132.4331,26.0000,30.0000
76.4786,130.4943,28.0000,31.0000
74.0948,129.4914,31.0000,31.0000
72.0786,127.9705,34.0000,30.0000
68.8374,127.3882,38.0000,27.0000
63.6226,126.0836,43.0000,29.0000
63.1794,124.3544,39.0000,29.0000
63.8668,121.1370,40.0000,30.0000
65.9206,116.9716,37.0000,30.0000
69.5207,112.0270,33.0000,31.0000
68.2891,107.3380,36.0000,33.0000
65.9936,104.4035,40.0000,32.0000
63.9884,100.9340,44.0000,32.0000
65.0957,100.0098,39.0000,29.0000
62.3376,97.8454,43.0000,31.0000
60.9105,90.6226,50.0000,37.0000
62.4043,84.3646,55.0000,39.0000
62.4043,84.3646,55.0000,39.0000
72.7725,83.7384,45.0000,29.0000
76.8194,85.5577,40.0000,21.0000
76.7261,84.8745,42.0000,20.0000
76.3365,78.3083,46.0000,27.0000
77.1255,74.3342,47.0000,31.0000
81.4040,70.0125,44.0000,32.0000
82.6724,65.7146,43.0000,34.0000
82.3064,61.2664,43.0000,35.0000
82.0807,57.8969,43.0000,36.0000
81.9506,53.7760,45.0000,37.0000
76.4578,53.9629,45.0000,38.0000
70.1684,54.1178,48.0000,38.0000
82.2546,41.0501,47.0000,39.0000
82.6085,39.3989,47.0000,38.0000
81.8594,38.3606,47.0000,38.0000
66.4890,47.4046,47.0000,36.0000
69.0979,45.3705,45.0000,37.0000
71.9167,48.9337,39.0000,30.0000
75.5388,46.4947,34.0000,36.0000
76.1485,44.1072,31.0000,43.0000
77.9157,41.1822,27.0000,49.0000
77.9150,35.3571,24.0000,49.0000
78.9208,37.7407,23.0000,47.0000
78.6462,40.9858,23.0000,43.0000
78.8226,47.6264,24.0000,35.0000
80.4862,54.5250,24.0000,29.0000
79.0652,60.4546,26.0000,24.0000
78.4604,59.6291,29.0000,30.0000
79.7849,59.8720,28.0000,35.0000
80.8270,60.8229,29.0000,38.0000
81.4653,62.1909,31.0000,39.0000
82.1901,63.6154,33.0000,39.0000
81.2697,66.8215,35.0000,39.0000
78.5059,65.0076,41.0000,46.0000
78.1638,61.5796,46.0000,50.0000
81.9692,65.0102,40.0000,43.0000
79.2567,68.4060,45.0000,46.0000
78.3761,67.4490,49.0000,46.0000
77.2149,73.4068,48.0000,40.0000
78.8555,72.0474,48.0000,40.0000
78.8555,72.0474,48.0000,40.0000
84.3555,67.8599,43.0000,39.0000
84.0645,78.3952,40.0000,36.0000
