1
342.7924,218.0617,232.0000,153.0000
343.2910,218.9445,232.0000,150.0000
343.2230,215.5396,232.0000,152.0000
343.2114,212.6810,232.0000,152.0000
341.4501,211.7134,232.0000,154.0000
340.3103,208.3240,232.0000,154.0000
339.6476,208.6985,232.0000,154.0000
340.1243,206.3386,232.0000,154.0000
338.7261,205.1640,235.0000,154.0000
339.6077,205.4740,231.0000,154.0000
339.8245,203.7219,234.0000,156.0000
339.3733,203.0683,234.0000,153.0000
344.3472,204.6936,226.0000,155.0000
340.8096,202.1087,236.0000,155.0000
340.4797,201.7244,236.0000,152.0000
340.2137,201.8843,236.0000,154.0000
339.9807,198.7071,236.0000,154.0000
340.5063,197.9327,236.0000,154.0000
342.3943,196.4644,232.0000,156.0000
342.6916,196.4894,232.0000,156.0000
345.6425,196.7244,228.0000,156.0000
345.3064,196.9514,231.0000,153.0000
342.8592,195.5871,234.0000,155.0000
344.2398,199.1780,234.0000,155.0000
341.6998,206.9320,237.0000,152.0000
342.5773,210.6982,237.0000,154.0000
341.2196,216.2562,240.0000,156.0000
343.1088,220.5898,236.0000,153.0000
342.0637,222.3194,239.0000,155.0000
340.4568,223.5062,239.0000,155.0000
338.8972,225.2935,239.0000,155.0000
338.4524,224.2082,235.0000,152.0000
342.4494,224.5356,238.0000,156.0000
336.5897,222.4569,234.0000,151.0000
312.4680,222.1965,237.0000,155.0000
310.8194,220.7030,233.0000,150.0000
324.5631,214.4708,236.0000,159.0000
335.6437,213.9035,239.0000,159.0000
329.1239,216.7730,239.0000,154.0000
322.2350,217.7089,242.0000,154.0000
326.1074,216.7116,234.0000,156.0000
327.0288,217.3991,234.0000,153.0000
328.1579,217.2392,234.0000,153.0000
327.7516,218.1045,234.0000,153.0000
325.8850,216.7469,234.0000,150.0000
325.8426,217.9554,237.0000,154.0000
325.3725,215.0408,233.0000,151.0000
313.0327,215.7301,236.0000,155.0000
313.2322,214.8865,232.0000,152.0000
309.3898,213.7661,235.0000,154.0000
307.9469,213.2940,231.0000,156.0000
302.3984,213.8167,234.0000,153.0000
299.3725,212.5182,230.0000,155.0000
292.5922,212.7989,237.0000,155.0000
289.9015,214.8156,233.0000,152.0000
287.7577,212.0890,233.0000,154.0000
283.5173,213.6700,233.0000,151.0000
278.7044,211.4709,233.0000,153.0000
274.3373,209.5044,236.0000,153.0000
273.2237,206.9080,232.0000,153.0000
267.1776,205.5820,239.0000,155.0000
262.9786,204.8581,239.0000,152.0000
261.6077,202.8743,235.0000,152.0000
260.2650,200.0890,238.0000,159.0000
267.5807,199.4527,230.0000,159.0000
267.6784,199.5401,233.0000,154.0000
271.4263,197.0801,236.0000,158.0000
278.4737,198.3869,228.0000,155.0000
275.9956,196.9227,235.0000,155.0000
273.2478,195.1560,235.0000,155.0000
272.6191,197.4783,235.0000,155.0000
268.8576,196.8454,238.0000,152.0000
270.3103,196.8301,234.0000,156.0000
270.2022,197.0205,234.0000,153.0000
266.5053,192.7284,237.0000,155.0000
265.8651,195.1870,237.0000,155.0000
266.1146,192.7634,233.0000,152.0000
262.5171,191.4873,233.0000,154.0000
260.6345,186.9135,233.0000,154.0000
261.0508,181.9565,229.0000,156.0000
264.4788,180.2262,225.0000,156.0000
264.9635,175.5072,228.0000,156.0000
265.9802,171.7664,224.0000,153.0000
262.9896,168.5779,227.0000,155.0000
264.6587,168.9806,223.0000,157.0000
261.7934,167.6559,223.0000,154.0000
264.7244,163.3013,219.0000,158.0000
279.6268,159.2412,212.0000,160.0000
287.5602,155.9398,212.0000,167.0000
284.0235,158.9529,208.0000,156.0000
282.2996,157.5290,208.0000,158.0000
285.3473,155.1628,201.0000,160.0000
284.0773,157.3677,204.0000,160.0000
286.6984,157.3310,200.0000,162.0000
291.2129,160.2990,196.0000,164.0000
290.0870,160.5774,199.0000,166.0000
293.3568,165.7107,199.0000,166.0000
296.1481,173.7365,202.0000,160.0000
298.5049,185.2854,198.0000,157.0000
300.2598,194.9036,198.0000,161.0000
301.4114,205.8993,198.0000,155.0000
302.3071,212.5052,198.0000,159.0000
304.2084,221.7477,198.0000,159.0000
301.6940,226.7328,201.0000,159.0000
309.4447,233.1558,197.0000,163.0000
318.0067,239.8872,193.0000,165.0000
315.8965,248.0857,199.0000,159.0000
314.8461,250.9677,202.0000,159.0000
317.0332,248.4441,198.0000,163.0000
326.0044,250.7405,198.0000,168.0000
324.6134,252.8380,204.0000,168.0000
326.7475,258.5298,204.0000,168.0000
328.0887,264.4176,204.0000,162.0000
327.9415,264.7935,213.0000,172.0000
335.2820,267.5879,206.0000,169.0000
339.6582,269.8023,215.0000,171.0000
337.8557,275.7690,211.0000,162.0000
338.5870,272.0502,217.0000,172.0000
339.6216,276.8596,217.0000,163.0000
339.0677,275.1507,217.0000,168.0000
337.6733,274.9623,217.0000,168.0000
339.1710,273.8561,220.0000,170.0000
339.6648,273.0485,220.0000,170.0000
338.6579,272.6450,223.0000,170.0000
337.0197,270.0035,223.0000,170.0000
338.0869,271.1283,223.0000,167.0000
334.5125,270.0023,223.0000,167.0000
335.8093,269.0206,223.0000,169.0000
331.1280,265.6604,229.0000,171.0000
333.3441,265.4476,221.0000,168.0000
336.1094,261.0077,221.0000,173.0000
335.0112,262.1088,221.0000,170.0000
339.0994,263.6999,221.0000,175.0000
339.5243,264.1110,217.0000,177.0000
340.5985,268.0155,220.0000,179.0000
340.9115,266.5267,216.0000,179.0000
337.6162,263.7358,219.0000,184.0000
337.2020,262.2876,215.0000,186.0000
339.5335,266.6491,218.0000,180.0000
341.0837,264.6133,218.0000,182.0000
344.5255,264.6310,211.0000,182.0000
342.9848,260.4238,214.0000,187.0000
341.9634,258.0277,214.0000,189.0000
343.0157,257.5487,210.0000,189.0000
344.1109,256.4862,213.0000,189.0000
346.9771,257.3874,213.0000,183.0000
349.1384,253.1110,213.0000,183.0000
351.2749,250.2528,213.0000,185.0000
360.8865,247.0098,213.0000,187.0000
371.9412,259.0795,209.0000,184.0000
368.8445,261.2831,212.0000,201.0000
373.3889,271.4776,208.0000,191.0000
374.5038,268.2358,208.0000,199.0000
372.7508,278.8636,208.0000,189.0000
369.5996,279.8081,208.0000,191.0000
372.6502,279.9253,204.0000,191.0000
370.0514,280.2668,207.0000,191.0000
365.9151,279.3911,207.0000,191.0000
376.0110,288.0792,210.0000,179.0000
383.7592,286.7010,213.0000,181.0000
381.0258,284.2994,209.0000,183.0000
374.5526,278.6183,212.0000,191.0000
373.2882,280.6470,212.0000,188.0000
367.9628,274.6688,208.0000,193.0000
358.4296,279.3199,211.0000,186.0000
358.9619,275.2910,217.0000,191.0000
371.9411,273.8136,217.0000,191.0000
378.0578,268.2835,213.0000,196.0000
366.4805,266.8495,209.0000,189.0000
355.1432,256.5355,212.0000,189.0000
345.6517,245.0056,215.0000,189.0000
347.1195,237.6427,211.0000,186.0000
341.0518,227.0354,211.0000,191.0000
334.1234,236.4234,211.0000,188.0000
335.2347,231.0662,211.0000,196.0000
335.0165,230.2764,211.0000,189.0000
335.6098,223.1520,207.0000,191.0000
351.0387,199.6639,210.0000,193.0000
350.2993,179.0535,210.0000,189.0000
356.9619,149.6719,206.0000,194.0000
361.6090,132.9053,206.0000,194.0000
369.1960,115.3135,209.0000,190.0000
374.0365,92.2366,209.0000,192.0000
370.7458,90.0215,202.0000,189.0000
368.9396,101.4527,208.0000,191.0000
377.7295,104.4268,208.0000,185.0000
399.9095,88.7526,204.0000,187.0000
391.8400,73.5523,207.0000,187.0000
374.0095,56.9246,207.0000,187.0000
367.1204,43.7907,200.0000,189.0000
368.9377,25.2741,206.0000,189.0000
373.2625,12.6612,206.0000,191.0000
365.0455,1.8983,225.0000,199.0000
369.2818,13.7467,212.0000,186.0000
358.1949,22.5696,205.0000,188.0000
357.5231,31.9213,201.0000,188.0000
363.8421,32.3458,204.0000,185.0000
364.2640,29.9210,200.0000,187.0000
362.5815,25.5008,200.0000,187.0000
363.6026,28.4743,200.0000,187.0000
366.5818,26.9640,203.0000,192.0000
372.0290,32.5585,199.0000,189.0000
376.5957,44.8189,199.0000,191.0000
379.1634,66.7335,199.0000,188.0000
385.8365,89.3080,195.0000,188.0000
390.2747,108.7718,198.0000,188.0000
393.4951,127.0745,198.0000,190.0000
385.5197,145.9542,194.0000,190.0000
396.7565,161.9100,194.0000,192.0000
410.9881,161.0888,194.0000,192.0000
408.1793,161.7755,194.0000,186.0000
387.9992,160.6397,194.0000,191.0000
372.2260,161.3429,190.0000,196.0000
371.3467,162.5704,190.0000,192.0000
383.1808,158.1149,190.0000,201.0000
385.7939,157.2820,190.0000,194.0000
371.8332,165.0332,187.0000,197.0000
364.6676,173.5031,184.0000,197.0000
362.8173,172.9820,186.0000,203.0000
354.4473,181.1833,183.0000,203.0000
352.2493,186.3647,183.0000,209.0000
348.1441,195.9715,180.0000,202.0000
349.1874,195.2571,182.0000,211.0000
355.6966,197.3413,179.0000,214.0000
360.0630,201.4267,179.0000,214.0000
363.5565,202.8122,179.0000,210.0000
369.6165,195.6901,176.0000,216.0000
369.8609,194.6625,176.0000,216.0000
374.5255,190.0421,173.0000,222.0000
373.3665,191.6808,173.0000,222.0000
372.8158,199.6335,170.0000,222.0000
377.1766,205.0616,167.0000,228.0000
380.7316,202.0177,167.0000,231.0000
380.6808,206.0572,164.0000,231.0000
379.5167,211.4567,164.0000,231.0000
371.4869,215.7543,161.0000,231.0000
364.9205,220.9039,163.0000,227.0000
375.3810,223.4909,160.0000,234.0000
379.6094,228.1770,160.0000,234.0000
379.3745,236.5743,157.0000,226.0000
375.1252,241.9157,159.0000,233.0000
374.6838,245.6258,159.0000,229.0000
374.0699,247.5375,156.0000,232.0000
376.4840,249.2504,153.0000,232.0000
378.2092,251.0489,153.0000,232.0000
382.9602,252.2449,150.0000,228.0000
387.0209,245.3286,150.0000,235.0000
386.6931,256.6838,145.0000,227.0000
391.8743,242.7461,147.0000,234.0000
390.7781,249.8565,147.0000,230.0000
392.8813,256.2528,144.0000,226.0000
396.6764,253.2607,141.0000,226.0000
393.1260,257.6748,143.0000,226.0000
394.7488,245.6045,140.0000,222.0000
384.9417,247.4531,140.0000,222.0000
375.9686,248.3520,137.0000,222.0000
382.0129,236.9900,137.0000,211.0000
390.6452,223.7468,137.0000,207.0000
383.4769,221.4888,134.0000,213.0000
376.1215,215.1437,134.0000,203.0000
367.2767,217.7286,134.0000,203.0000
381.8448,202.2172,131.0000,193.0000
376.4722,193.9704,133.0000,199.0000
380.9085,186.8740,130.0000,192.0000
379.2234,186.1507,132.0000,189.0000
379.5528,183.4477,132.0000,183.0000
380.8735,176.9646,132.0000,183.0000
380.4920,168.6989,129.0000,180.0000
381.8854,165.8645,129.0000,177.0000
385.3396,164.2680,126.0000,174.0000
387.9980,163.9574,126.0000,171.0000
390.0286,166.1464,126.0000,168.0000
390.4886,167.5957,126.0000,165.0000
391.4458,166.8579,124.0000,165.0000
392.1798,164.0293,124.0000,165.0000
392.3096,167.6962,122.0000,159.0000
389.6096,168.2860,123.0000,156.0000
389.0027,166.0409,123.0000,156.0000
384.3173,169.0617,123.0000,156.0000
384.2572,168.1874,121.0000,156.0000
384.3198,158.0037,119.0000,173.0000
377.1069,162.3814,117.0000,159.0000
370.4284,157.1720,117.0000,171.0000
365.8935,160.7387,115.0000,160.0000
360.6149,159.4237,115.0000,172.0000
360.5179,164.3209,113.0000,155.0000
356.8657,167.7765,114.0000,147.0000
350.5502,169.8084,114.0000,151.0000
354.1904,167.8185,110.0000,148.0000
340.0855,163.3932,111.0000,159.0000
341.8987,163.2488,111.0000,161.0000
334.7937,163.9062,109.0000,158.0000
337.5968,167.2406,109.0000,155.0000
331.6867,164.8512,109.0000,159.0000
327.5511,167.6737,105.0000,154.0000
322.5602,173.4961,106.0000,144.0000
316.2709,170.6303,106.0000,157.0000
315.3788,177.9230,104.0000,139.0000
319.7113,172.8754,105.0000,158.0000
328.1187,179.0105,101.0000,143.0000
334.1409,174.2224,102.0000,158.0000
339.3404,179.9851,100.0000,145.0000
345.2877,180.4294,101.0000,145.0000
343.8326,178.8639,99.0000,151.0000
336.6199,183.8278,99.0000,148.0000
334.9438,173.8934,97.0000,157.0000
331.4842,178.8797,97.0000,145.0000
325.5717,177.8258,98.0000,151.0000
321.5481,180.7266,96.0000,141.0000
317.4917,174.8657,96.0000,154.0000
317.1472,174.3784,93.0000,146.0000
313.4490,172.8129,94.0000,152.0000
317.4739,176.8872,95.0000,140.0000
323.0204,171.4934,95.0000,150.0000
325.4406,173.0083,93.0000,142.0000
324.6328,169.8143,94.0000,146.0000
326.6038,168.8794,94.0000,141.0000
332.4870,170.2881,92.0000,138.0000
336.5604,165.0665,92.0000,146.0000
343.7276,165.4235,90.0000,143.0000
350.8642,163.8484,90.0000,143.0000
353.5610,162.7174,90.0000,143.0000
357.8036,162.5762,90.0000,145.0000
369.7800,162.0418,88.0000,145.0000
376.6112,161.7263,88.0000,147.0000
